language,lag_characters,lag_seconds,information_bits,surprisal_bits,source
Kamba,4,0.6166612954133928,0.2675091609858748,2.852265139659446,google/fleurs
Kamba,5,0.770826619266741,0.1789074683787035,2.584755978673571,google/fleurs
Kamba,6,0.9249919431200893,0.1383429525585793,2.4058485102948675,google/fleurs
Kamba,7,1.0791572669734373,0.1043472806541734,2.267505557736288,google/fleurs
Kamba,8,1.2333225908267855,0.0843197918333347,2.1631582770821147,google/fleurs
Kamba,9,1.3874879146801338,0.0547966903250709,2.07883848524878,google/fleurs
Kamba,10,1.541653238533482,0.0428929666132089,2.024041794923709,google/fleurs
Kamba,11,1.69581856238683,0.0312466998201841,1.9811488283105,google/fleurs
Kamba,12,1.8499838862401785,0.0247775887327068,1.949902128490316,google/fleurs
Kamba,13,2.0041492100935265,0.0177311879220842,1.925124539757609,google/fleurs
Kamba,14,2.1583145339468746,0.0143741014853364,1.9073933518355248,google/fleurs
Kamba,15,2.312479857800223,0.0102393558714801,1.8930192503501884,google/fleurs
Kamba,16,2.466645181653571,0.0079805734218849,1.882779894478708,google/fleurs
Kamba,17,2.620810505506919,0.0058788186807496,1.8747993210568232,google/fleurs
Kamba,18,2.7749758293602675,0.0047928439620563,1.868920502376073,google/fleurs
Kamba,19,2.929141153213616,0.0036967661248461,1.8641276584140167,google/fleurs
Kamba,20,3.083306477066964,0.0026647329521358,1.860430892289171,google/fleurs
Māori,1,0.1826788599548903,1.452464359460539,4.8799647934706325,google/fleurs
Māori,2,0.3653577199097806,0.4035574820299428,3.4275004340100934,google/fleurs
Māori,3,0.548036579864671,0.4537852558738326,3.0239429519801506,google/fleurs
Māori,4,0.7307154398195613,0.3048184797793496,2.570157696106318,google/fleurs
Māori,5,0.9133942997744516,0.1576984345135104,2.2653392163269683,google/fleurs
Māori,6,1.096073159729342,0.0900042770856957,2.107640781813458,google/fleurs
Māori,7,1.2787520196842324,0.0676938360809886,2.0176365047277622,google/fleurs
Māori,8,1.4614308796391229,0.061872940157208,1.9499426686467736,google/fleurs
Māori,9,1.644109739594013,0.0512610324659743,1.8880697284895656,google/fleurs
Māori,10,1.8267885995489035,0.0465515042282842,1.8368086960235912,google/fleurs
Māori,11,2.0094674595037936,0.0373063718594453,1.790257191795307,google/fleurs
Māori,12,2.192146319458684,0.0307808320731375,1.7529508199358617,google/fleurs
Māori,13,2.374825179413574,0.025526116216574,1.722169987862724,google/fleurs
Māori,14,2.5575040393684647,0.0191662668114345,1.69664387164615,google/fleurs
Māori,15,2.740182899323355,0.0147686129209123,1.6774776048347155,google/fleurs
Māori,16,2.9228617592782453,0.0107446818368337,1.6627089919138032,google/fleurs
Māori,17,3.105540619233136,0.0089141449687382,1.6519643100769694,google/fleurs
Māori,18,3.288219479188026,0.0064497652352462,1.6430501651082312,google/fleurs
Māori,19,3.4708983391429165,0.0051998768390844,1.636600399872985,google/fleurs
Māori,20,3.653577199097807,0.0036731699711518,1.6314005230339006,google/fleurs
Catalan,1,0.106339730788579,1.2930631292375616,4.995845541289759,google/fleurs
Catalan,2,0.2126794615771581,0.5369309806362312,3.702782412052197,google/fleurs
Catalan,3,0.3190191923657373,0.4589665505413647,3.165851431415966,google/fleurs
Catalan,4,0.4253589231543163,0.2922851744478061,2.7068848808746013,google/fleurs
Catalan,5,0.5316986539428954,0.143397120938014,2.4145997064267952,google/fleurs
Catalan,6,0.6380383847314746,0.0771691927547415,2.271202585488781,google/fleurs
Catalan,7,0.7443781155200536,0.0598352016184349,2.19403339273404,google/fleurs
Catalan,8,0.8507178463086327,0.0472700866161828,2.1341981911156047,google/fleurs
Catalan,9,0.9570575770972116,0.0319200132332344,2.086928104499422,google/fleurs
Catalan,10,1.0633973078857908,0.0241568004138654,2.0550080912661874,google/fleurs
Catalan,11,1.16973703867437,0.0179246089523217,2.030851290852322,google/fleurs
Catalan,12,1.2760767694629491,0.0118655254887065,2.0129266819,google/fleurs
Catalan,13,1.382416500251528,0.0097765717099933,2.0010611564112937,google/fleurs
Catalan,14,1.4887562310401072,0.0082985620744127,1.9912845847013003,google/fleurs
Catalan,15,1.5950959618286862,0.0062361029971238,1.982986022626888,google/fleurs
Catalan,16,1.7014356926172651,0.0048171549181263,1.976749919629764,google/fleurs
Catalan,17,1.8077754234058443,0.0034294385493156,1.9719327647116367,google/fleurs
Catalan,18,1.914115154194424,0.002359714511124,1.9685033261623217,google/fleurs
Catalan,19,2.0204548849830024,0.0016853216134673,1.9661436116511977,google/fleurs
Catalan,20,2.1267946157715816,0.0015857435966724,1.9644582900377303,google/fleurs
Danish,1,0.1057473502925341,1.1753633599835114,4.917611461306211,google/fleurs
Danish,2,0.2114947005850683,0.5831025602841038,3.7422481013227,google/fleurs
Danish,3,0.3172420508776025,0.4418104792037338,3.159145541038596,google/fleurs
Danish,4,0.4229894011701366,0.2928155265302923,2.717335061834862,google/fleurs
Danish,5,0.5287367514626707,0.1614382234437932,2.4245195353045697,google/fleurs
Danish,6,0.634484101755205,0.114643003210765,2.2630813118607764,google/fleurs
Danish,7,0.7402314520477391,0.0933003704977575,2.1484383086500114,google/fleurs
Danish,8,0.8459788023402732,0.0658738486363825,2.055137938152254,google/fleurs
Danish,9,0.9517261526328074,0.0475638698902514,1.9892640895158715,google/fleurs
Danish,10,1.0574735029253417,0.0337861893071589,1.94170021962562,google/fleurs
Danish,11,1.1632208532178756,0.0266810524041858,1.907914030318461,google/fleurs
Danish,12,1.26896820351041,0.018496370497274,1.8812329779142751,google/fleurs
Danish,13,1.374715553802944,0.0140529941872111,1.862736607417001,google/fleurs
Danish,14,1.4804629040954782,0.0098293321329421,1.84868361322979,google/fleurs
Danish,15,1.5862102543880123,0.0080894543395473,1.838854281096848,google/fleurs
Danish,16,1.6919576046805465,0.0061291065043764,1.8307648267573005,google/fleurs
Danish,17,1.7977049549730806,0.0047442381474696,1.824635720252924,google/fleurs
Danish,18,1.9034523052656147,0.003198389854258,1.8198914821054544,google/fleurs
Danish,19,2.009199655558149,0.0022977970012307,1.8166930922511964,google/fleurs
Danish,20,2.114947005850683,0.0018959376096194,1.8143952952499656,google/fleurs
Wolof,1,0.1471319850984566,1.1720841954374857,5.012968970939435,google/fleurs
Wolof,2,0.2942639701969132,0.4916788797076314,3.8408847755019497,google/fleurs
Wolof,3,0.4413959552953699,0.3717699052610856,3.3492058957943183,google/fleurs
Wolof,4,0.5885279403938265,0.2513780370426017,2.9774359905332326,google/fleurs
Wolof,5,0.7356599254922831,0.1476943959753018,2.726057953490631,google/fleurs
Wolof,6,0.8827919105907398,0.1037584874420578,2.578363557515329,google/fleurs
Wolof,7,1.0299238956891963,0.0820387516273042,2.474605070073271,google/fleurs
Wolof,8,1.177055880787653,0.0655972479651043,2.392566318445967,google/fleurs
Wolof,9,1.3241878658861097,0.0448792398557547,2.3269690704808625,google/fleurs
Wolof,10,1.4713198509845662,0.0342487507550561,2.282089830625108,google/fleurs
Wolof,11,1.618451836083023,0.025732627239968,2.247841079870052,google/fleurs
Wolof,12,1.7655838211814796,0.0195370165617081,2.222108452630084,google/fleurs
Wolof,13,1.912715806279936,0.0145951336314453,2.2025714360683755,google/fleurs
Wolof,14,2.0598477913783926,0.0109084282054419,2.18797630243693,google/fleurs
Wolof,15,2.206979776476849,0.0078438874527768,2.177067874231488,google/fleurs
Wolof,16,2.354111761575306,0.0057740774238075,2.169223986778712,google/fleurs
Wolof,17,2.5012437466737625,0.0045286946862646,2.163449909354904,google/fleurs
Wolof,18,2.6483757317722194,0.003450726143066,2.158921214668639,google/fleurs
Wolof,19,2.795507716870676,0.0024131078502542,2.155470488525573,google/fleurs
Wolof,20,2.9426397019691324,0.0018126326577028,2.153057380675319,google/fleurs
Pashto,1,0.1360483878220983,1.380327256797,5.627669412621427,google/fleurs
Pashto,2,0.2720967756441966,0.5632998555982685,4.247342155824427,google/fleurs
Pashto,3,0.4081451634662949,0.4557945143596127,3.6840423002261584,google/fleurs
Pashto,4,0.5441935512883932,0.2693285154719049,3.2282477858665457,google/fleurs
Pashto,5,0.6802419391104915,0.1817270975734306,2.9589192703946408,google/fleurs
Pashto,6,0.8162903269325898,0.1227553900888316,2.77719217282121,google/fleurs
Pashto,7,0.952338714754688,0.1098453020604735,2.6544367827323785,google/fleurs
Pashto,8,1.0883871025767864,0.0724735308673172,2.544591480671905,google/fleurs
Pashto,9,1.2244354903988848,0.0575571011509854,2.472117949804588,google/fleurs
Pashto,10,1.360483878220983,0.0401605656035521,2.4145608486536023,google/fleurs
Pashto,11,1.496532266043081,0.0286204808014525,2.37440028305005,google/fleurs
Pashto,12,1.6325806538651797,0.020677483347296,2.3457798022485976,google/fleurs
Pashto,13,1.768629041687278,0.0147229199932832,2.3251023189013016,google/fleurs
Pashto,14,1.904677429509376,0.0107808103273865,2.3103793989080184,google/fleurs
Pashto,15,2.040725817331474,0.0077469966164076,2.299598588580632,google/fleurs
Pashto,16,2.176774205153573,0.0058821631973815,2.291851591964224,google/fleurs
Pashto,17,2.312822592975671,0.0044570403022166,2.2859694287668426,google/fleurs
Pashto,18,2.448870980797769,0.003295505652499,2.281512388464626,google/fleurs
Pashto,19,2.584919368619868,0.0024336682095036,2.278216882812127,google/fleurs
Pashto,20,2.720967756441966,0.0018783340497279,2.275783214602624,google/fleurs
German,1,0.0887956337666202,1.3314459978349025,4.9361555258492364,google/fleurs
German,2,0.1775912675332404,0.5411086158148017,3.604709528014334,google/fleurs
German,3,0.2663869012998606,0.4581607421418074,3.0636009121995325,google/fleurs
German,4,0.3551825350664809,0.2874508486282723,2.605440170057725,google/fleurs
German,5,0.4439781688331011,0.1333002642959346,2.3179893214294527,google/fleurs
German,6,0.5327738025997213,0.0882077031685022,2.184689057133518,google/fleurs
German,7,0.6215694363663415,0.0802230586650538,2.096481353965016,google/fleurs
German,8,0.7103650701329618,0.0565223604598246,2.016258295299962,google/fleurs
German,9,0.799160703899582,0.0445530576625741,1.9597359348401373,google/fleurs
German,10,0.8879563376662023,0.0334212032742229,1.9151828771775632,google/fleurs
German,11,0.9767519714328224,0.0230013462137095,1.8817616739033405,google/fleurs
